wide_receiver,Receiver_Score,Receiver_Rank,team,offense_composite,offense_rank,defense_composite,defensive_rank,week,opponent_team,opponent_defensive_rank,opponent_defensive_score,adjusted_receiver_score
Charlie Jones,6.804417938066752,485,CIN,6.041992884836143,1,3.796810626367039,22,Week13,PIT,11,5.007675049502437,1.3587978195076456
Charlie Jones,6.804417938066752,485,CIN,6.041992884836143,1,3.796810626367039,22,Week10,BAL,32,1.0009372550356157,6.798046434813374
Charlie Jones,6.804417938066752,485,CIN,6.041992884836143,1,3.796810626367039,22,Week14,DAL,17,4.550681356009225,1.4952525579672686
Charlie Jones,6.804417938066752,485,CIN,6.041992884836143,1,3.796810626367039,22,Week1,NE,27,2.9067260829555917,2.3409216224281937
Trenton Irwin,6.473307467975757,321,CIN,6.041992884836143,1,3.796810626367039,22,Week15,TEN,7,5.569818984476651,1.1622114625299622
Trenton Irwin,6.473307467975757,321,CIN,6.041992884836143,1,3.796810626367039,22,Week11,LAC,18,4.519320986293021,1.4323628455710768
Trenton Irwin,6.473307467975757,321,CIN,6.041992884836143,1,3.796810626367039,22,Week13,PIT,11,5.007675049502437,1.2926772212623792
Trenton Irwin,6.473307467975757,321,CIN,6.041992884836143,1,3.796810626367039,22,Week10,BAL,32,1.0009372550356157,6.467246009087175
Trenton Irwin,6.473307467975757,321,CIN,6.041992884836143,1,3.796810626367039,22,Week14,DAL,17,4.550681356009225,1.4224919218805956
Trenton Irwin,6.473307467975757,321,CIN,6.041992884836143,1,3.796810626367039,22,Week1,NE,27,2.9067260829555917,2.2270097983892674
Ja'Marr Chase,2.812790143852226,2,CIN,6.041992884836143,1,3.796810626367039,22,Week15,TEN,7,5.569818984476651,0.5050056656583644
Ja'Marr Chase,2.812790143852226,2,CIN,6.041992884836143,1,3.796810626367039,22,Week11,LAC,18,4.519320986293021,0.6223922028073117
Ja'Marr Chase,2.812790143852226,2,CIN,6.041992884836143,1,3.796810626367039,22,Week13,PIT,11,5.007675049502437,0.5616958201254901
Ja'Marr Chase,2.812790143852226,2,CIN,6.041992884836143,1,3.796810626367039,22,Week10,BAL,32,1.0009372550356157,2.810156310699156
Ja'Marr Chase,2.812790143852226,2,CIN,6.041992884836143,1,3.796810626367039,22,Week14,DAL,17,4.550681356009225,0.6181030759576048
Ja'Marr Chase,2.812790143852226,2,CIN,6.041992884836143,1,3.796810626367039,22,Week1,NE,27,2.9067260829555917,0.9676832503570991
Jermaine Burton,7.1590104738248375,536,CIN,6.041992884836143,1,3.796810626367039,22,Week15,TEN,7,5.569818984476651,1.2853219276564172
Jermaine Burton,7.1590104738248375,536,CIN,6.041992884836143,1,3.796810626367039,22,Week11,LAC,18,4.519320986293021,1.5840898434826656
Jermaine Burton,7.1590104738248375,536,CIN,6.041992884836143,1,3.796810626367039,22,Week13,PIT,11,5.007675049502437,1.4296076328946619
Jermaine Burton,7.1590104738248375,536,CIN,6.041992884836143,1,3.796810626367039,22,Week10,BAL,32,1.0009372550356157,7.152306938130805
Jermaine Burton,7.1590104738248375,536,CIN,6.041992884836143,1,3.796810626367039,22,Week14,DAL,17,4.550681356009225,1.5731733148864149
Jermaine Burton,7.1590104738248375,536,CIN,6.041992884836143,1,3.796810626367039,22,Week1,NE,27,2.9067260829555917,2.462911973647505
Cam Grandy,6.38751858,274,CIN,6.041992884836143,1,3.796810626367039,22,Week15,TEN,7,5.569818984476651,1.1468090071857229
Cam Grandy,6.38751858,274,CIN,6.041992884836143,1,3.796810626367039,22,Week11,LAC,18,4.519320986293021,1.413380151391112
Cam Grandy,6.38751858,274,CIN,6.041992884836143,1,3.796810626367039,22,Week13,PIT,11,5.007675049502437,1.2755457406179989
Cam Grandy,6.38751858,274,CIN,6.041992884836143,1,3.796810626367039,22,Week10,BAL,32,1.0009372550356157,6.381537451680303
Cam Grandy,6.38751858,274,CIN,6.041992884836143,1,3.796810626367039,22,Week14,DAL,17,4.550681356009225,1.4036400442226242
Cam Grandy,6.38751858,274,CIN,6.041992884836143,1,3.796810626367039,22,Week1,NE,27,2.9067260829555917,2.1974958759433427
Drew Sample,6.34649798,258,CIN,6.041992884836143,1,3.796810626367039,22,Week15,TEN,7,5.569818984476651,1.139444207746523
Drew Sample,6.34649798,258,CIN,6.041992884836143,1,3.796810626367039,22,Week11,LAC,18,4.519320986293021,1.4043034339245426
Drew Sample,6.34649798,258,CIN,6.041992884836143,1,3.796810626367039,22,Week13,PIT,11,5.007675049502437,1.2673541947753038
Drew Sample,6.34649798,258,CIN,6.041992884836143,1,3.796810626367039,22,Week10,BAL,32,1.0009372550356157,6.340555262709966
Drew Sample,6.34649798,258,CIN,6.041992884836143,1,3.796810626367039,22,Week14,DAL,17,4.550681356009225,1.394625877656303
Drew Sample,6.34649798,258,CIN,6.041992884836143,1,3.796810626367039,22,Week1,NE,27,2.9067260829555917,2.183383572766977
Jamari Thrash,7.0106594321475635,523,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.3999828988193121
Jamari Thrash,7.0106594321475635,523,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.1876109145078049
Jamari Thrash,7.0106594321475635,523,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.3999828988193121
Jamari Thrash,7.0106594321475635,523,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.5405735721069354
Jamari Thrash,7.0106594321475635,523,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.248425439862147
Jamari Thrash,7.0106594321475635,523,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.525182459738618
Blake Whiteheart,6.8109960691397085,487,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.3601114293181724
Blake Whiteheart,6.8109960691397085,487,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.1537877925275626
Blake Whiteheart,6.8109960691397085,487,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.3601114293181724
Blake Whiteheart,6.8109960691397085,487,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.4966980845946758
Blake Whiteheart,6.8109960691397085,487,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.184390353128833
Blake Whiteheart,6.8109960691397085,487,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.4817453106288487
Elijah Moore,5.666738610655226,78,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.1316106885206687
Elijah Moore,5.666738610655226,78,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,0.9599497292390066
Elijah Moore,5.666738610655226,78,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.1316106885206687
Elijah Moore,5.666738610655226,78,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.2452505827884952
Elijah Moore,5.666738610655226,78,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,1.817409528527516
Elijah Moore,5.666738610655226,78,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.232809897063763
Pierre Strong,6.700147244018211,442,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.3379756429451106
Pierre Strong,6.700147244018211,442,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.135009919226373
Pierre Strong,6.700147244018211,442,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.3379756429451106
Pierre Strong,6.700147244018211,442,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.4723393531323816
Pierre Strong,6.700147244018211,442,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.148839443718068
Pierre Strong,6.700147244018211,442,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.457629935264487
Jerry Jeudy,5.478452543994235,60,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.094011190789741
Jerry Jeudy,5.478452543994235,60,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,0.9280539297096548
Jerry Jeudy,5.478452543994235,60,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.094011190789741
Jerry Jeudy,5.478452543994235,60,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.203875225576908
Jerry Jeudy,5.478452543994235,60,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,1.7570233143133607
Jerry Jeudy,5.478452543994235,60,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.191847900683267
Jameis Winston,6.512329127666924,343,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.300469591834636
Jameis Winston,6.512329127666924,343,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.1031933908270244
Jameis Winston,6.512329127666924,343,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.300469591834636
Jameis Winston,6.512329127666924,343,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.4310668267439386
Jameis Winston,6.512329127666924,343,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.0886033083076416
Jameis Winston,6.512329127666924,343,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.416769742374989
Jordan Akins,6.239427222665202,154,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.2459728638512901
Jordan Akins,6.239427222665202,154,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.0569636054399547
Jordan Akins,6.239427222665202,154,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.2459728638512901
Jordan Akins,6.239427222665202,154,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.371097366425353
Jordan Akins,6.239427222665202,154,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.001079503773786
Jordan Akins,6.239427222665202,154,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.3573994074205806
Geoff Swaim,6.749077052445889,463,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.3477466061054577
Geoff Swaim,6.749077052445889,463,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.1432986651133894
Geoff Swaim,6.749077052445889,463,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.3477466061054577
Geoff Swaim,6.749077052445889,463,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.483091547056719
Geoff Swaim,6.749077052445889,463,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.164531979791336
Geoff Swaim,6.749077052445889,463,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.468274709
Cedric Tillman,5.7350933135686635,87,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.145260676
Cedric Tillman,5.7350933135686635,87,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,0.9715290666784618
Cedric Tillman,5.7350933135686635,87,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.145260676
Cedric Tillman,5.7350933135686635,87,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.2602713450800966
Cedric Tillman,5.7350933135686635,87,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,1.8393319246233868
Cedric Tillman,5.7350933135686635,87,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.2476805943117513
David Bell,7.415082739900147,548,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.480743592
David Bell,7.415082739900147,548,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.2561205231996635
David Bell,7.415082739900147,548,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.480743592
David Bell,7.415082739900147,548,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.6294445072732788
David Bell,7.415082739900147,548,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.378130164849131
David Bell,7.415082739900147,548,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.613165529129391
Jerome Ford,6.260341204,161,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.250149249359668
Jerome Ford,6.260341204,161,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.0605064494397813
Jerome Ford,6.260341204,161,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.250149249359668
Jerome Ford,6.260341204,161,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.3756931576643485
Jerome Ford,6.260341204,161,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.007786937
Jerome Ford,6.260341204,161,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.3619492843711183
Nick Chubb,6.439137095533931,300,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.2858536210678695
Nick Chubb,6.439137095533931,300,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.090794606225171
Nick Chubb,6.439137095533931,300,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.2858536210678695
Nick Chubb,6.439137095533931,300,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.4149830743545644
Nick Chubb,6.439137095533931,300,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.065129506929072
Nick Chubb,6.439137095533931,300,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.4008466748401462
Dorian Thompson-Robinson,6.345662461000257,245,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.2671873470765167
Dorian Thompson-Robinson,6.345662461000257,245,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.0749599337130857
Dorian Thompson-Robinson,6.345662461000257,245,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.2671873470765167
Dorian Thompson-Robinson,6.345662461000257,245,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.3944422745883407
Dorian Thompson-Robinson,6.345662461000257,245,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.035150765513737
Dorian Thompson-Robinson,6.345662461000257,245,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.380511088095268
Kadarius Toney,6.262329127666924,165,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.2505462246974572
Kadarius Toney,6.262329127666924,165,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.0608432051561163
Kadarius Toney,6.262329127666924,165,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.2505462246974572
Kadarius Toney,6.262329127666924,165,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.3761299985105417
Kadarius Toney,6.262329127666924,165,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.008424494116785
Kadarius Toney,6.262329127666924,165,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.3623817609554074
James Proche,6.557809138,366,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.3095516528782365
James Proche,6.557809138,366,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.1108977383806282
James Proche,6.557809138,366,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.3095516528782365
James Proche,6.557809138,366,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.4410609368404494
James Proche,6.557809138,366,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.1031894415482935
James Proche,6.557809138,366,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.4266640062361096
Jaelon Darden,6.709105985822358,447,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.339764645169813
Jaelon Darden,6.709105985822358,447,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.1365275367415064
Jaelon Darden,6.709105985822358,447,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.339764645169813
Jaelon Darden,6.709105985822358,447,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.4743080125711088
Jaelon Darden,6.709105985822358,447,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.151712648896062
Jaelon Darden,6.709105985822358,447,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.4595789267956343
Deshaun Watson,6.678995794333591,432,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.3337518365927552
Deshaun Watson,6.678995794333591,432,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.131426847940963
Deshaun Watson,6.678995794333591,432,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.3337518365927552
Deshaun Watson,6.678995794333591,432,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.4676913788995365
Deshaun Watson,6.678995794333591,432,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.142055851101546
Deshaun Watson,6.678995794333591,432,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.453028397
D'Onta Foreman,6.912836438299007,503,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.3804482858738742
D'Onta Foreman,6.912836438299007,503,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.1710396266983232
D'Onta Foreman,6.912836438299007,503,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.3804482858738742
D'Onta Foreman,6.912836438299007,503,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.5190772320655963
D'Onta Foreman,6.912836438299007,503,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,2.217052113
D'Onta Foreman,6.912836438299007,503,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.5039008790512458
Amari Cooper,6.190529770338047,145,CLE,2.350556175263605,26,5.058257918552036,10,Week12,PIT,11,5.007675049502437,1.2362083619928852
Amari Cooper,6.190529770338047,145,CLE,2.350556175263605,26,5.058257918552036,10,Week13,DEN,5,5.903161840722111,1.048680340700397
Amari Cooper,6.190529770338047,145,CLE,2.350556175263605,26,5.058257918552036,10,Week14,PIT,11,5.007675049502437,1.2362083619928852
Amari Cooper,6.190529770338047,145,CLE,2.350556175263605,26,5.058257918552036,10,Week1,DAL,17,4.550681356009225,1.3603522826671626
Amari Cooper,6.190529770338047,145,CLE,2.350556175263605,26,5.058257918552036,10,Week11,NO,24,3.1180306484067333,1.985397344795605
Amari Cooper,6.190529770338047,145,CLE,2.350556175263605,26,5.058257918552036,10,Week15,KC,16,4.596603761984669,1.346761672506044
Jake Ferguson,6.348737071564216,259,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.1634213094965455
Jake Ferguson,6.348737071564216,259,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.3731033829732715
Jake Ferguson,6.348737071564216,259,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.306341611739104
Jake Ferguson,6.348737071564216,259,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.6721237102201687
Jake Ferguson,6.348737071564216,259,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,1.2551232408057176
Jake Ferguson,6.348737071564216,259,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,4.039090593953763
Ryan Flournoy,6.927183787125966,505,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.2694230587746924
Ryan Flournoy,6.927183787125966,505,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.4982097046014127
Ryan Flournoy,6.927183787125966,505,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.4253651287306415
Ryan Flournoy,6.927183787125966,505,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.8244743993866794
Ryan Flournoy,6.927183787125966,505,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,1.3694801448774132
Ryan Flournoy,6.927183787125966,505,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,4.407100587373331
CeeDee Lamb,4.279988336004769,8,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,0.7843181373516492
CeeDee Lamb,4.279988336004769,8,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,0.9256748857306728
CeeDee Lamb,4.279988336004769,8,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,0.8806675718425179
CeeDee Lamb,4.279988336004769,8,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.1272588383213773
CeeDee Lamb,4.279988336004769,8,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,0.8461388100253194
CeeDee Lamb,4.279988336004769,8,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,2.7229448054507963
Deuce Vaughn,6.617641780986273,403,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.212698743045785
Deuce Vaughn,6.617641780986273,403,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.431262031227687
Deuce Vaughn,6.617641780986273,403,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.3616725236277099
Deuce Vaughn,6.617641780986273,403,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.742947550512503
Deuce Vaughn,6.617641780986273,403,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,1.308284766720757
Deuce Vaughn,6.617641780986273,403,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,4.210168789546591
Dalvin Cook,7.003833019612083,521,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.2834692146361972
Dalvin Cook,7.003833019612083,521,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.514787382845546
Dalvin Cook,7.003833019612083,521,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.4411367823328922
Dalvin Cook,7.003833019612083,521,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.8446621938354795
Dalvin Cook,7.003833019612083,521,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,1.3846334315860631
Dalvin Cook,7.003833019612083,521,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,4.455865119669857
Cooper Rush,6.845662461000257,492,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.254484080057513
Cooper Rush,6.845662461000257,492,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.4805782910736671
Cooper Rush,6.845662461000257,492,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.4085909735936846
Cooper Rush,6.845662461000257,492,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.8030033980258053
Cooper Rush,6.845662461000257,492,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,1.3533636621993128
Cooper Rush,6.845662461000257,492,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,4.355236411
Luke Schoonmaker,6.126834801533524,133,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.122757185802452
Luke Schoonmaker,6.126834801533524,133,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.3251104114209749
Luke Schoonmaker,6.126834801533524,133,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.2606821103590855
Luke Schoonmaker,6.126834801533524,133,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.6136793231101858
Luke Schoonmaker,6.126834801533524,133,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,1.2112539337035972
Luke Schoonmaker,6.126834801533524,133,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,3.897915528495094
Tyler Smith,6.3608519131251935,263,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.1656413832961592
Tyler Smith,6.3608519131251935,263,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.3757235780993338
Tyler Smith,6.3608519131251935,263,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.308834410144887
Tyler Smith,6.3608519131251935,263,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.6753145044822912
Tyler Smith,6.3608519131251935,263,DAL,4.519478950811237,9,4.550681356009225,17,Week1,CLE,10,5.058257918552036,1.2575183028519894
Tyler Smith,6.3608519131251935,263,DAL,4.519478950811237,9,4.550681356009225,17,Week11,HOU,31,1.5718233904106613,4.0467981020840575
Brandin Cooks,6.346390909714099,256,DAL,4.519478950811237,9,4.550681356009225,17,Week10,PHI,8,5.4569544323642685,1.1629913697051846
Brandin Cooks,6.346390909714099,256,DAL,4.519478950811237,9,4.550681356009225,17,Week15,CAR,15,4.623640980198356,1.372595955631883
Brandin Cooks,6.346390909714099,256,DAL,4.519478950811237,9,4.550681356009225,17,Week13,NYG,12,4.859936340167777,1.3058588560637414
Brandin Cooks,6.346390909714099,256,DAL,4.519478950811237,9,4.550681356009225,17,Week14,CIN,22,3.796810626367039,1.6715057805731581
